Nome;Slogan;Telefone 1;Telefone 2;E-mail;Site;Facebook;Instagram
Nln Eventos - Rodeio Itu | Carnaitu | Arena Itu;Nln Comércio, Serviços e Eventos Eireli;(11) 2429-1414;(11) 2429-1515;contato@nlneventos.com.br;http://www.rodeioitu.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Bilheteria Digital;Bilheteria Digital Promocao e Entretenimento Ltda;(31) 99693-6313;(31) 99693-6313;rafael.meira@bilheteriadigital.com;https://www.bilheteriadigital.com/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Dani Sousa Shows e Negocios;Dani Sousa Shows e Negocios ltda;(17) 98224-0201;;danielasousa1@terra.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Criativa Audiovisual;Hilaqui Participações e Eventos Ltda;(11) 3788-2234;(11) 3788-2234;vinicius@criativaaudiovisual.com.br;http://www.criativaaudiovisual.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Fraga Produções e Eventos;51.983.236 Leonardo Tolentino Baleeiro Junior;(11) 99168-4731;;contato@fragaproducoes.com.br;http://www.fragaproducoes.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Natacci & Lucci Advogados;Natacci Lucci Advogados Associados;(11) 99995-8070;(11) 3044-1754;administrativo@nataccilucci.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
S4 Produções Artisticas;S4 Produções Artisticas LTDA;(16) 3632-4555;(16) 3632-4360;rafael@jbev.com.br;http://www.jbev.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Box Talents;G.b.l. Participacoes Eireli;(61) 99629-1309;(61) 99629-1309;gabrielupclub@gmail.com;http://www.boxtalents.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Lvr Producoes Artisticas;Lvr Eventos Ltda;(13) 3233-7591;(11) 96162-5151;lvreventos@lvreventos.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Insperiencia;Insperiencia Treinamentos Ltda.;(11) 5083-9970;(11) 98100-7585;financeiro@insperiencia.com.br;https://insperiencia.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Audio;Audio Promocoes e Eventos Ltda;(11) 3862-8279;(11) 96531-2614;robson@audiosp.com.br;http://www.audiosp.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Explosion Music;Mc Promoções Artisticas LTDA;(16) 3236-7765;(16) 99181-4612;vivianealves@explosionmusic.com.br;http://www.explosionmusic.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Worldshow;Worldshow Promocoes e Eventos Ltda;(11) 5054-7777;(11) 99168-6878;rodrigo@worldshow.com.br;http://www.%20worldshow.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Faro Eventos;Faro Eventos Ltda Epp;(19) 99875-6565;(19) 99875-6565;victor@faroeventos.art.br;http://faroeventos.art.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Loc -e Estruturas Para Eventos;Loc-e Estruturas Para Eventos Eirel;(11) 3526-5920;;financeiro@loc-e.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Dpen;Dpen Tecnologia LTDA;(11) 91897-4370;;amanda@dpen.com.br;https://www.dpen.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Criadeck Pisos Portateis;Cy Locacoes e Eventos Ltda;(11) 3777-7464;(11) 99951-6441;contato@criadeck.com.br;http://www.criadeck.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Grupo Hjr;R Sandoval de Faria e Cia Ltda;(19) 3651-6142;(19) 98197-6700;rs_producoes@hotmail.com;http://www.grupohjr.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Bferraz - The Smart Agency;Bferraz Comunicacao Promocional Ltda;(11) 3377-7945;(11) 95052-5115;cadastro@bferraz.ag;http://bferraz.ag;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Promoacao;Lion Corp Eventos LTDA;(11) 3624-9007;(11) 97608-0397;bruno@promoacaoeventos.com.br;http://lojapromoacao.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Inventos;Inventos Produções Eireli;(18) 99753-7388;(18) 99753-7388;guilherme.seade@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Diverti Tickets;Diverti Tickets Comercializacoo de Ingressos Ltda;(11) 3031-6156;(11) 9609-8635;juridico@divertieventos.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
D Edge;Rpg & Bar Dancante Ltda;(11) 3665-9500;(11) 3665-9500;alberto@d-edge.com.br;http://www.d-edge.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Soccer Hospitality;Rml Eventos Esportivos LTDA;(11) 99202-2988;;leo@soccerhospitality.com.br;https://soccerhospitality.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Vamo;Vamo Servicos e Solucoes em Meios de Pagamentos;(11) 93495-6996;(11) 93495-6996;financeiro@vamoapp.com;https://vamoapp.com/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Talk Produções;Souza e Rezende Produções e Eventos Ltda;(16) 99162-9150;(16) 3916-2399;cristiano@talkproducoes.com.br;http://www.talkproducoes.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Agencia Yh - Yellow House Eventos;Thiago Ferreira de Freitas;(19) 97157-5552;(19) 97157-5552;contato@chdhospedagem.com.br;https://www.chdhospedagem.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Q2 Ingressos;Q2 Ingressos Franca Ltda;(16) 3017-6478;(16) 99232-2313;kaio.nascimento@q2ingressos.com.br;http://www.q2ingressos.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
The Led;Rda Importacao Exportacao e Servicos Ltda;(11) 2604-9090;(11) 96334-5500;elaine.lucchesi@theled.com.br;https://www.theled.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Agencia Maker;Studio Produção e Promoção de Eventos Ltda;(11) 4231-9415;(11) 99682-5395;contato@agenciamaker.com.br;https://www.agenciamaker.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Joao Pinhal Producoes E Eventos;Joao Acassio Batista LTDA;(19) 3651-6142;;joaopinhal@yahoo.com.br;https://www.grupohjr.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Entourage Conteudo Artistico E Management;Entourage Producoes E Eventos LTDA;(11) 3094-1333;(11) 3094-1333;madu@entourage.com.br;http://www.entourage.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Acchadu Shows e Eventos;Agencia de Carreiras Charles Duarte Ltda;(11) 3651-8987;(11) 94170-0707;charles@acchadu.com.br;https://acchadu.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Live Talentos;Live Talentos Agenciamento Producoes e Publicidade Ltda;(11) 3977-2277;(11) 3977-2277;wilson@livetalentos.com.br;http://livetalentos.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Almeida Eventos;Almeida Eventos Ltda Me;(15) 99168-1247;(15) 99703-7111;almeida-eventos@hotmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Natacci & Lucci Advogados;Natacci Lucci Advogados Associados;(11) 99995-8070;(11) 3044-1754;administrativo@nataccilucci.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Q2 Ingressos;Q2 Ingressos Franca Ltda;(16) 3017-6478;(16) 99232-2313;kaio.nascimento@q2ingressos.com.br;http://www.q2ingressos.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Be On Entertainment;E P Nappo Eventos Eireli;(11) 99932-1106;(11) 99932-1106;edupoppo@beon.art.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Faro Eventos;Faro Eventos Ltda Epp;(19) 99875-6565;(19) 99875-6565;victor@faroeventos.art.br;http://faroeventos.art.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Casa Natura Musical;Jabuticaba Entretenimento Ltda Me;(11) 3031-4143;(11) 3031-4143;financeiro@casanaturamusical.com.br;https://www.casanaturamusical.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Nightshift Operacoes;R Boletti Machado Organizacao de Feira e Eventos;(11) 94014-2113;;raquel@nsoperacoes.com;http://Www.nsoperacoes.com;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Vamo;Vamo Servicos e Solucoes em Meios de Pagamentos;(11) 93495-6996;(11) 93495-6996;financeiro@vamoapp.com;https://vamoapp.com/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Parque Mirante;Tft Eventos LTDA;(11) 99245-2923;;fernando@grupofxp.com;https://www.parquemirante.com/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Rick &renner;E S Eventos e Produções Artisticas Eireli;(11) 2429-1578;(19) 8296-3521;contato@rickerenneroficial.com.br;http://www.rickerenneroficial.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
No Limits Eventos Xxxperience;Renova Comercio Serviços e Eventos Ltda;(16) 9970-4175;(16) 99704-1757;erdiasbr@gmail.com;http://xxxperience.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Neurone Marketing;Neurone Marketing Ltda Epp;(14) 9972-6284;(14) 99726-2845;anagago@neurone.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Festival Tribe;Carambola Musica e Imagem Ltda;(11) 98102-0600;(15) 99703-7111;duserena@tribe.art.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Hit Producoes e Eventos;Agência Hit Producoes e Eventos Ltda.;(11) 2695-9918;(11) 2695-9918;adm@agenciahit.com.br;http://agenciahit.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Agencia Central de Shows;Agencia Central de Shows Eirelli;(11) 96358-0004;(11) 9635-8000;luciane@sunshine.art.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Emporio de Criacao;Elfus Servicos Artisticos e Teatrais Ltda;(11) 98913-4446;(11) 99359-0435;doridio@elfus.com.br;http://www.elfus.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Gothr;Gothr Management Solutions Ltda;(16) 99241-8002;(16) 99241-8002;herbert.tropiano@gothr.com.br;https://gothr.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Olê Olá;Olê Olá Promoções, Eventos e Edições Musicais LTDA EPP;(11) 98111-6958;;diogoleite@oleolaproducoes.com.br;http://www.oleolaproducoes.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Live Nation Brasil Entretenimento Ltda.;Live Nation Brasil Entretenimento Ltda.;(11) 5103-1366;(11) 96852-3733;ingridoliveira@livenation.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Zanovelo Eventos;Zanovelo Eventos e Estruturas Ltda;(17) 99771-7100;(17) 99785-8869;eventoszanovelo@gmail.com;http://zanoveloeventos.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Os Independentes;Os Independentes;(17) 3321-0000;(17) 98192-0112;jeronimo@independentes.com.br;https://www.independentes.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Villa Country;Villa Country Maclemon Ltda;(11) 3868-5858;(11) 98724-0566;administrativo@saopauloeventos.com.br;http://www.villacountry.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
R87;R87 Video Pro Ltda;(17) 99771-8312;;contato@r87.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Folk Valley;Fv Entretenimento Ltda;(19) 4141-3787;(19) 99137-5382;fauze@laroc.club;http://www.folkvalley.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Villaggio Jk;Espaço Funchal Eventos LTDA;(11) 30443-0224;;adm@villaggiojk.com.br;https://www.villaggiojk.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Inventos;Inventos Produções Eireli;(18) 99753-7388;(18) 99753-7388;guilherme.seade@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Box Talents;G.b.l. Participacoes Eireli;(61) 99629-1309;(61) 99629-1309;gabrielupclub@gmail.com;http://www.boxtalents.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Grupo Hjr;R Sandoval de Faria e Cia Ltda;(19) 3651-6142;(19) 98197-6700;rs_producoes@hotmail.com;http://www.grupohjr.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Diverti;Diverti Entretenimento e Eventos Ltda;(11) 3224-1264;(11) 99626-2692;deborah.fornazari@divertieventos.com.br;https://diverti.com.br/index.html;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Maxi - Audio Luz Imagem;Maxi Audio Locacao de Equipamentos Ltda;(11) 2221-4848;(11) 93938-3018;jaugusto@maxionline.com.br;http://www.maxionline.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Diego Na Balada;Diego Vianna Rodrigues;(17) 98165-9990;(17) 99183-7241;diego@diegonabalada.com.br;http://www.diegonabalada.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Promoacao;Nova Geracao Eventos LTDA;(11) 97608-0397;(11) 3624-9007;bruno@promoacaoeventos.com.br;https://lojapromoacao.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ross Producoes;A.a. Rossi;(19) 99715-6609;(19) 99715-6609;andrerossimm@yahoo.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Fino Tom Producoes E Eventos LTDA;Fino Tom Producoes E Eventos LTDA;(11) 2548-0781;;caiopavel@finotom.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Eventim;Eventim Brasil São Paulo Sistema e Serviços de Ingressos Ltda;(00) 0000-0000;;comercial@eventim.com.br;http://www.eventim.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Gp Producoes e Eventos;Gp Producoes e Eventos Eirelli;(19) 3244-1254;(19) 97407-8633;chico@gpproducoes.com.br;http://www.gpproducoes.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Nuvende;Nuvende Representacao Comercial E Intermediacao de Pagamento LTDA;(48) 99107-3004;;fiscal@nuvende.com.br;https://www.nuvende.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Juca Na Balada;Gsb Operadora de Turismo Ltda;(11) 94652-7399;(11) 94652-7399;stephan@jucanabalada.com.br;https://www.jucanabalada.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Cloud9 Agencia;Cloud9 Agencia de Eventos LTDA;(16) 99133-6281;;davi.rodrigues@cld9.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Feel Alive Co.;Alive Holding LTDA;(11) 98989-6000;;andre@feelalive.com.br;http://www.feelalive.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Vibracao Positiva;Vibracao Positiva Organizacao de Eventos Ltda;(11) 3743-9988;(11) 94775-9660;cadu@vibracaopositiva.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Taj Servicos de Entretenimento Ltda.;Taj Servicos de Entretenimento Ltda.;(11) 95421-3705;(11) 97656-4648;wolff@agenciataj.com;https://www.instagram.com/agenciataj/?hl=pt-br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Vmcom;Vm Comunicações ltda;(11) 2168-3400;(11) 2168-3400;eventos.william@vmcom.com.br;http://vmcom.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Ng Entretenimento;Nicolas Oliveira Godoy 46026523871;(15) 99144-7594;;contatonicolasgodoy@gmail.com;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Next Music;Next Music Producoes Artisticas;(11) 93255-6964;(11) 94166-1158;nextmusicproducoes@gmail.con;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Tm1;Tm1 Brand Experience LTDA;(11) 2222-1208;;contato@tm1.com.br;http://tm1.com.br/pt/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Matheus Rodero Producoes Artisticas;Mr de Oliveira Organizacao de Eventos;(17) 3421-2231;(17) 98127-4668;financeiro@matheusrodero.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Armazem da Cerveja;Grupo Cerveja Part Sa;(17) 99122-2707;(16) 9913-6010;marcos.carabolante@armazemdacerveja.com.br;http://www.armazemdacerveja.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Lvr Producoes Artisticas;Lvr Eventos Ltda;(13) 3233-7591;(11) 96162-5151;lvreventos@lvreventos.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
30e (thirty Entertainment);Bpc Participações Negócios e Produções Artísticas Ltda;(11) 97498-0993;(11) 9749-8099;pepeu@thirtyentertainment.com;https://www.30e.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Box Talents;G.b.l. Participacoes Eireli;(61) 99629-1309;(61) 99629-1309;gabrielupclub@gmail.com;http://www.boxtalents.com.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Tagus Eventos;Tagus Tec Eventos LTDA;(17) 99701-4816;;edimilson@tagustec-eventos.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Faro Eventos;Faro Eventos Ltda Epp;(19) 99875-6565;(19) 99875-6565;victor@faroeventos.art.br;http://faroeventos.art.br;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Promoacao;Nova Geracao Eventos LTDA;(11) 97608-0397;(11) 3624-9007;bruno@promoacaoeventos.com.br;https://lojapromoacao.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Bourbon Street Music Club;Emotion Producoes Eventos Culturais Bar e Restaurante Ltda;(11) 5095-6100;(11) 5095-6117;contabilidade@bourbonstreet.com.br;;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
Unlimited Sports;Unlimited Sports Eventos S.A.;(11) 3743-2411;(11) 98282-2366;marcio@unlimitedsports.com.br;http://unlimitedsports.com.br/;https://www.facebook.com/abrapeoficial/;https://www.instagram.com/abrapeoficial
